"Product Name","ASIN","Ownership Type","Tag Name","Tag Scope","Tag Source Group","Tag Source Subgroup","Image URL","Validity Start","Validity End"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","by Meredith Wild","customer-wishlisted","author","any","https://images-na.ssl-images-amazon.com/images/S/amzn-author-media-prod/j64gebi29ej3oln76jc2r3t3uf.jpg","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","by S.M. Shade","customer-wishlisted","author","any","https://images-na.ssl-images-amazon.com/images/S/amzn-author-media-prod/pbk38g3gskghfktg0rs5jj432e.jpg","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","by Tierney Page","customer-wishlisted","author","any","https://images-na.ssl-images-amazon.com/images/S/amzn-author-media-prod/sbmp1bo1stguq5o35ld0g537fl.jpg","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","by Jonah Berger","customer-wishlisted","author","any","https://images-na.ssl-images-amazon.com/images/S/amzn-author-media-prod/61A-olkBCIL.jpg","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","by Raven Kennedy","customer-wishlisted","author","any","https://images-na.ssl-images-amazon.com/images/S/amzn-author-media-prod/iuqj2hpllqg5fpm3mq60q3l0i3.jpg","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","by Penn Cole","customer-wishlisted","author","any","https://images-na.ssl-images-amazon.com/images/S/amzn-author-media-prod/h4faj8sbn0200gte0s7lesd6jf.jpg","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Kindle","customer-wishlisted","catalog","binding","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Hardcover","customer-wishlisted","catalog","binding","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Kindle Unlimited","customer-wishlisted","membership","kindle-unlimited","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Prime Reading","customer-wishlisted","membership","prime-reading","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Romance","customer-wishlisted","genre","browse-node","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Parenting & Relationships","customer-wishlisted","genre","browse-node","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Cookbooks, Food & Wine","customer-wishlisted","genre","browse-node","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Business & Money","customer-wishlisted","genre","browse-node","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Self-help","customer-wishlisted","genre","browse-node","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","by Sarah J. Maas","customer-owned","author","any","https://images-na.ssl-images-amazon.com/images/S/amzn-author-media-prod/30e0868a53ml2lvlcjrt5kmqcj.jpg","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","by Ana Huang","customer-owned","author","any","https://images-na.ssl-images-amazon.com/images/S/amzn-author-media-prod/n9u1rlijkj0bimvfd9eoshfcko.jpg","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","by Meghan Quinn","customer-owned","author","any","https://images-na.ssl-images-amazon.com/images/S/amzn-author-media-prod/mtcc4sm4sgm8k37f383krpb33.jpg","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","by Penelope Douglas","customer-owned","author","any","https://images-na.ssl-images-amazon.com/images/S/amzn-author-media-prod/qg9a5ktah5r9d7jvc2vg2ij6o1.jpg","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","by J. Kenner","customer-owned","author","any","https://images-na.ssl-images-amazon.com/images/S/amzn-author-media-prod/ne1gvih8pl50j0kgfpch8usbhr.jpg","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","by Elle Kennedy","customer-owned","author","any","https://images-na.ssl-images-amazon.com/images/S/amzn-author-media-prod/ujfkmljn7cuqkd6d70uf0vtjuj.jpg","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","by Scarlett St. Clair","customer-owned","author","any","https://images-na.ssl-images-amazon.com/images/S/amzn-author-media-prod/da8ncal0b05qftuj2v6826d3j6.jpg","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","by Meagan Brandy","customer-owned","author","any","https://images-na.ssl-images-amazon.com/images/S/amzn-author-media-prod/p50bua5jh8hvhutmh12gumrrjb.jpg","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","by Lauren Blakely","customer-owned","author","any","https://images-na.ssl-images-amazon.com/images/S/amzn-author-media-prod/n309tmsrdash075hp3kbl0fc7q.jpg","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","by Sara Cate","customer-owned","author","any","https://images-na.ssl-images-amazon.com/images/S/amzn-author-media-prod/k11sv08c8ebjekcugc61a4c92l.jpg","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Kindle","customer-owned","catalog","binding","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Audible","customer-owned","catalog","binding","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Paperback","customer-owned","catalog","binding","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Hardcover","customer-owned","catalog","binding","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Contemporary Romance","customer-owned","media-concept-node","browse-node","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Sports Romance","customer-owned","media-concept-node","browse-node","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","1","customer-owned","review","rating-exact","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","2","customer-owned","review","rating-exact","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","3","customer-owned","review","rating-exact","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","4","customer-owned","review","rating-exact","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","5","customer-owned","review","rating-exact","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Romance","customer-owned","genre","browse-node","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Science Fiction & Fantasy","customer-owned","genre","browse-node","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Teen & Young Adult","customer-owned","genre","browse-node","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Business & Money","customer-owned","genre","browse-node","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Mystery, Thriller & Suspense","customer-owned","genre","browse-node","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Crafts, Hobbies & Home","customer-owned","genre","browse-node","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Computers & Technology","customer-owned","genre","browse-node","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Cookbooks, Food & Wine","customer-owned","genre","browse-node","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","Children's Books","customer-owned","genre","browse-node","Not Available","Not Available","Not Available"
"Not Available","Not Available","Customer Metadata","History","customer-owned","genre","browse-node","Not Available","Not Available","Not Available"
